Fund Holdings as of,"28/Jul/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"9697","CAPCOM LTD","Equity","0.01","27.84","3,800.00","105,776.04","105,776.04","Communication","JP3218900003","Tokyo Stock Exchange","Japan","JPY"
"CU","CANADIAN UTILITIES LTD CLASS A","Equity","0.01","28.46","3,711.00","105,628.15","105,628.15","Utilities","CA1367178326","Toronto Stock Exchange","Canada","CAD"
"4062","IBIDEN LTD","Equity","0.01","52.49","2,000.00","104,985.92","104,985.92","Information Technology","JP3148800000","Tokyo Stock Exchange","Japan","JPY"
"C09","CITY DEVELOPMENTS LTD","Equity","0.01","5.08","20,600.00","104,723.93","104,723.93","Real Estate","SG1R89002252","Singapore Exchange","Singapore","SGD"
"1128","WYNN MACAU LTD","Equity","0.01","1.29","80,400.00","103,977.99","103,977.99","Consumer Discretionary","KYG981491007","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"RYM","RYMAN HEALTHCARE LTD","Equity","0.01","8.63","11,911.00","102,737.56","102,737.56","Health Care","NZRYME0001S4","New Zealand Exchange Ltd","New Zealand","NZD"
"ORI","ORICA LTD","Equity","0.01","9.21","11,088.00","102,097.58","102,097.58","Materials","AU000000ORI1","Asx - All Markets","Australia","AUD"
"G13","GENTING SINGAPORE LTD","Equity","0.01","0.60","164,900.00","98,266.69","98,266.69","Consumer Discretionary","SGXE21576413","Singapore Exchange","Singapore","SGD"
"CNP","CNP ASSURANCES SA","Equity","0.01","17.01","5,735.00","97,580.33","97,580.33","Financials","FR0000120222","Nyse Euronext - Euronext Paris","France","EUR"
"9831","YAMADA HOLDINGS LTD","Equity","0.01","4.70","20,600.00","96,910.36","96,910.36","Consumer Discretionary","JP3939000000","Tokyo Stock Exchange","Japan","JPY"
"SEK","SEK CASH","Cash","0.01","11.58","833,662.00","96,553.48","96,553.48","Cash and/or Derivatives","-","-","Sweden","SEK"
"AZRG","AZRIELI GROUP LTD","Equity","0.01","77.75","1,236.00","96,101.70","96,101.70","Real Estate","IL0011194789","Tel Aviv Stock Exchange","Israel","ILS"
"N2IU","MAPLETREE COMMERCIAL UNITS TRUST","Equity","0.01","1.57","61,200.00","95,902.89","95,902.89","Real Estate","SG2D18969584","Singapore Exchange","Singapore","SGD"
"4927","POLA ORBIS HOLDINGS INC","Equity","0.01","24.99","3,800.00","94,974.12","94,974.12","Consumer Staples","JP3855900001","Tokyo Stock Exchange","Japan","JPY"
"9009","KEISEI ELECTRIC RAILWAY LTD","Equity","0.01","30.51","3,100.00","94,596.31","94,596.31","Industrials","JP3278600006","Tokyo Stock Exchange","Japan","JPY"
"RBI","RAIFFEISEN BANK INTERNATIONAL AG","Equity","0.01","22.62","4,120.00","93,192.92","93,192.92","Financials","AT0000606306","Wiener Boerse Ag","Austria","EUR"
"REE","RED ELECTRICA SA","Equity","0.01","19.58","4,650.00","91,052.91","91,052.91","Utilities","ES0173093024","Bolsa De Madrid","Spain","EUR"
"9435","HIKARI TSUSHIN INC","Equity","0.01","181.64","500.00","90,818.27","90,818.27","Consumer Discretionary","JP3783420007","Tokyo Stock Exchange","Japan","JPY"
"ATM","THE A2 MILK COMPANY LTD","Equity","0.01","4.41","20,603.00","90,851.66","90,851.66","Consumer Staples","NZATME0002S8","New Zealand Exchange Ltd","New Zealand","NZD"
"3769","GMO PAYMENT GATEWAY INC","Equity","0.01","129.69","700.00","90,781.95","90,781.95","Information Technology","JP3385890003","Tokyo Stock Exchange","Japan","JPY"
"9201","JAPAN AIRLINES LTD","Equity","0.01","21.12","4,300.00","90,795.57","90,795.57","Industrials","JP3705200008","Tokyo Stock Exchange","Japan","JPY"
"FPE3","FUCHS PETROLUB PREF","Equity","0.01","48.61","1,855.00","90,178.86","90,178.86","Materials","DE0005790430","Xetra","Germany","EUR"
"7911","TOPPAN PRINTING INC","Equity","0.01","16.97","5,300.00","89,961.86","89,961.86","Industrials","JP3629000005","Tokyo Stock Exchange","Japan","JPY"
"6806","HIROSE ELECTRIC LTD","Equity","0.01","150.12","600.00","90,073.56","90,073.56","Information Technology","JP3799000009","Tokyo Stock Exchange","Japan","JPY"
"RCO","REMY COINTREAU SA","Equity","0.01","218.53","412.00","90,033.02","90,033.02","Consumer Staples","FR0000130395","Nyse Euronext - Euronext Paris","France","EUR"
"5486","HITACHI METALS LTD","Equity","0.01","19.45","4,600.00","89,485.06","89,485.06","Materials","JP3786200000","Tokyo Stock Exchange","Japan","JPY"
"PROX","PROXIMUS NV","Equity","0.01","20.38","4,325.00","88,133.71","88,133.71","Communication","BE0003810273","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"TITR","TELECOM ITALIA SAVING","Equity","0.01","0.47","188,838.00","87,946.82","87,946.82","Communication","IT0003497176","Borsa Italiana","Italy","EUR"
"83","SINO LAND LTD","Equity","0.01","1.56","56,000.00","87,252.53","87,252.53","Real Estate","HK0083000502","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"BTO","B2GOLD CORP","Equity","0.01","4.07","21,412.00","87,163.14","87,163.14","Materials","CA11777Q2099","Toronto Stock Exchange","Canada","CAD"
"LHA","DEUTSCHE LUFTHANSA AG","Equity","0.01","11.73","7,380.00","86,601.37","86,601.37","Industrials","DE0008232125","Xetra","Germany","EUR"
"7453","RYOHIN KEIKAKU LTD","Equity","0.01","19.23","4,500.00","86,518.03","86,518.03","Consumer Discretionary","JP3976300008","Tokyo Stock Exchange","Japan","JPY"
"BCVN","BC VAUD N","Equity","0.01","87.07","987.00","85,938.74","85,938.74","Financials","CH0531751755","SIX Swiss Exchange","Switzerland","CHF"
"IGM","IGM FINANCIAL INC","Equity","0.01","34.55","2,481.00","85,727.90","85,727.90","Financials","CA4495861060","Toronto Stock Exchange","Canada","CAD"
"3291","IIDA GROUP HOLDINGS LTD","Equity","0.01","23.63","3,600.00","85,071.29","85,071.29","Consumer Discretionary","JP3131090007","Tokyo Stock Exchange","Japan","JPY"
"PKI","PARKLAND CORP","Equity","0.01","31.37","2,680.00","84,080.94","84,080.94","Energy","CA70137W1086","Toronto Stock Exchange","Canada","CAD"
"2331","SOHGO SECURITY SERVICES LTD","Equity","0.01","46.50","1,800.00","83,698.12","83,698.12","Industrials","JP3431900004","Tokyo Stock Exchange","Japan","JPY"
"MF","WENDEL","Equity","0.01","133.10","616.00","81,988.59","81,988.59","Financials","FR0000121204","Nyse Euronext - Euronext Paris","France","EUR"
"COLR","ETABLISSEMENTEN FRANZ COLRUYT NV","Equity","0.01","56.50","1,443.00","81,523.74","81,523.74","Consumer Staples","BE0974256852","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"YRI","YAMANA GOLD INC","Equity","0.01","4.23","19,081.00","80,708.34","80,708.34","Materials","CA98462Y1007","Toronto Stock Exchange","Canada","CAD"
"101","HANG LUNG PROPERTIES LTD","Equity","0.01","2.44","33,000.00","80,603.69","80,603.69","Real Estate","HK0101000591","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"6268","NABTESCO CORP","Equity","0.00","38.10","2,100.00","80,006.36","80,006.36","Industrials","JP3651210001","Tokyo Stock Exchange","Japan","JPY"
"VPK","KONINKLIJKE VOPAK NV","Equity","0.00","42.97","1,855.00","79,716.36","79,716.36","Energy","NL0009432491","Euronext Amsterdam","Netherlands","EUR"
"AST","AUSNET SERVICES","Equity","0.00","1.34","59,279.00","79,157.26","79,157.26","Utilities","AU000000AST5","Asx - All Markets","Australia","AUD"
"9684","SQUARE ENIX HLDG LTD","Equity","0.00","52.58","1,500.00","78,875.67","78,875.67","Communication","JP3164630000","Tokyo Stock Exchange","Japan","JPY"
"6448","BROTHER INDUSTRIES LTD","Equity","0.00","21.27","3,700.00","78,697.67","78,697.67","Information Technology","JP3830000000","Tokyo Stock Exchange","Japan","JPY"
"6845","AZBIL CORP","Equity","0.00","38.82","2,000.00","77,649.62","77,649.62","Information Technology","JP3937200008","Tokyo Stock Exchange","Japan","JPY"
"6481","THK LTD","Equity","0.00","28.70","2,700.00","77,486.15","77,486.15","Industrials","JP3539250005","Tokyo Stock Exchange","Japan","JPY"
"3038","KOBE BUSSAN LTD","Equity","0.00","35.06","2,200.00","77,122.88","77,122.88","Consumer Staples","JP3291200008","Tokyo Stock Exchange","Japan","JPY"
"7912","DAI NIPPON PRINTING LTD","Equity","0.00","23.26","3,300.00","76,753.25","76,753.25","Industrials","JP3493800001","Tokyo Stock Exchange","Japan","JPY"
"4912","LION CORP","Equity","0.00","17.64","4,300.00","75,838.71","75,838.71","Consumer Staples","JP3965400009","Tokyo Stock Exchange","Japan","JPY"
"4967","KOBAYASHI PHARMACEUTICAL LTD","Equity","0.00","83.92","900.00","75,524.48","75,524.48","Consumer Staples","JP3301100008","Tokyo Stock Exchange","Japan","JPY"
"3635","KOEI TECMO HOLDINGS LTD","Equity","0.00","48.41","1,560.00","75,513.58","75,513.58","Communication","JP3283460008","Tokyo Stock Exchange","Japan","JPY"
"2433","HAKUHODO DY HOLDINGS INC","Equity","0.00","15.68","4,800.00","75,241.12","75,241.12","Communication","JP3766550002","Tokyo Stock Exchange","Japan","JPY"
"5947","RINNAI CORP","Equity","0.00","93.82","800.00","75,052.22","75,052.22","Consumer Discretionary","JP3977400005","Tokyo Stock Exchange","Japan","JPY"
"2181","PERSOL HOLDINGS LTD","Equity","0.00","20.26","3,700.00","74,967.76","74,967.76","Industrials","JP3547670004","Tokyo Stock Exchange","Japan","JPY"
"7186","CONCORDIA FINANCIAL GROUP LTD","Equity","0.00","3.61","20,700.00","74,633.55","74,633.55","Financials","JP3305990008","Tokyo Stock Exchange","Japan","JPY"
"CWN","CROWN RESORTS LTD","Equity","0.00","6.48","11,501.00","74,510.05","74,510.05","Consumer Discretionary","AU000000CWN6","Asx - All Markets","Australia","AUD"
"4768","OTSUKA CORP","Equity","0.00","52.49","1,400.00","73,490.15","73,490.15","Information Technology","JP3188200004","Tokyo Stock Exchange","Japan","JPY"
"9719","SCSK CORP","Equity","0.00","61.12","1,200.00","73,344.84","73,344.84","Information Technology","JP3400400002","Tokyo Stock Exchange","Japan","JPY"
"5019","IDEMITSU KOSAN LTD","Equity","0.00","23.62","3,100.00","73,227.68","73,227.68","Energy","JP3142500002","Tokyo Stock Exchange","Japan","JPY"
"SK","SEB SA","Equity","0.00","162.95","443.00","72,187.34","72,187.34","Consumer Discretionary","FR0000121709","Nyse Euronext - Euronext Paris","France","EUR"
"6753","SHARP CORP","Equity","0.00","15.61","4,600.00","71,813.64","71,813.64","Consumer Discretionary","JP3359600008","Tokyo Stock Exchange","Japan","JPY"
"4613","KANSAI PAINT LTD","Equity","0.00","24.55","2,900.00","71,189.72","71,189.72","Materials","JP3229400001","Tokyo Stock Exchange","Japan","JPY"
"3231","NOMURA REAL ESTATE HOLDINGS INC","Equity","0.00","25.14","2,800.00","70,387.79","70,387.79","Real Estate","JP3762900003","Tokyo Stock Exchange","Japan","JPY"
"5333","NGK INSULATORS LTD","Equity","0.00","15.97","4,300.00","68,653.17","68,653.17","Industrials","JP3695200000","Tokyo Stock Exchange","Japan","JPY"
"9001","TOBU RAILWAY LTD","Equity","0.00","25.99","2,600.00","67,579.69","67,579.69","Industrials","JP3597800006","Tokyo Stock Exchange","Japan","JPY"
"O2D","TELEFONICA DEUTSCHLAND HOLDING AG","Equity","0.00","2.67","25,225.00","67,326.71","67,326.71","Communication","DE000A1J5RX9","Xetra","Germany","EUR"
"4506","DAINIPPON SUMITOMO PHARMA LTD","Equity","0.00","19.75","3,400.00","67,160.11","67,160.11","Health Care","JP3495000006","Tokyo Stock Exchange","Japan","JPY"
"9602","TOHO (TOKYO) LTD","Equity","0.00","44.41","1,500.00","66,615.20","66,615.20","Communication","JP3598600009","Tokyo Stock Exchange","Japan","JPY"
"6724","SEIKO EPSON CORP","Equity","0.00","17.48","3,800.00","66,433.57","66,433.57","Information Technology","JP3414750004","Tokyo Stock Exchange","Japan","JPY"
"8439","TOKYO CENTURY CORP","Equity","0.00","54.49","1,200.00","65,389.16","65,389.16","Financials","JP3424950008","Tokyo Stock Exchange","Japan","JPY"
"4385","MERCARI INC","Equity","0.00","49.95","1,300.00","64,935.06","64,935.06","Consumer Discretionary","JP3921290007","Tokyo Stock Exchange","Japan","JPY"
"2897","NISSIN FOODS HOLDINGS LTD","Equity","0.00","72.02","900.00","64,817.00","64,817.00","Consumer Staples","JP3675600005","Tokyo Stock Exchange","Japan","JPY"
"23","BANK OF EAST ASIA LTD","Equity","0.00","1.56","41,200.00","64,192.93","64,192.93","Financials","HK0023000190","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"QAN","QANTAS AIRWAYS LTD","Equity","0.00","3.40","18,700.00","63,661.68","63,661.68","Industrials","AU000000QAN2","Asx - All Markets","Australia","AUD"
"6923","STANLEY ELECTRIC LTD","Equity","0.00","26.33","2,400.00","63,187.72","63,187.72","Consumer Discretionary","JP3399400005","Tokyo Stock Exchange","Japan","JPY"
"880","SJM HLDGS LTD","Equity","0.00","0.90","70,000.00","62,721.76","62,721.76","Consumer Discretionary","HK0880043028","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"AC","AIR CANADA VOTING AND VARIABLE VOT","Equity","0.00","19.87","3,099.00","61,573.45","61,573.45","Industrials","CA0089118776","Toronto Stock Exchange","Canada","CAD"
"4716","ORACLE JAPAN CORP","Equity","0.00","75.29","800.00","60,230.68","60,230.68","Information Technology","JP3689500001","Tokyo Stock Exchange","Japan","JPY"
"ILD","ILIAD SA","Equity","0.00","135.52","425.00","57,594.83","57,594.83","Communication","FR0004035913","Nyse Euronext - Euronext Paris","France","EUR"
"6005","MIURA LTD","Equity","0.00","43.87","1,300.00","57,024.79","57,024.79","Industrials","JP3880800002","Tokyo Stock Exchange","Japan","JPY"
"6305","HITACHI CONSTRUCTION MACHINERY LTD","Equity","0.00","29.02","1,900.00","55,131.23","55,131.23","Industrials","JP3787000003","Tokyo Stock Exchange","Japan","JPY"
"2593","ITO EN LTD","Equity","0.00","60.21","900.00","54,191.26","54,191.26","Consumer Staples","JP3143000002","Tokyo Stock Exchange","Japan","JPY"
"7181","JAPAN POST INSURANCE LTD","Equity","0.00","17.81","3,000.00","53,428.39","53,428.39","Financials","JP3233250004","Tokyo Stock Exchange","Japan","JPY"
"SGD","SGD CASH","Cash","0.00","73.57","71,667.00","52,725.22","52,725.22","Cash and/or Derivatives","-","-","Singapore","SGD"
"4732","USS LTD","Equity","0.00","17.51","3,000.00","52,529.29","52,529.29","Consumer Discretionary","JP3944130008","Tokyo Stock Exchange","Japan","JPY"
"3349","COSMOS PHARMACEUTICAL CORP","Equity","0.00","166.74","300.00","50,022.70","50,022.70","Consumer Staples","JP3298400007","Tokyo Stock Exchange","Japan","JPY"
"-","IBERDROLA RFD","Equity","0.00","12.15","4,087.00","49,671.29","49,671.29","Utilities","ES0144583244","Bolsa De Madrid","Spain","EUR"
"3003","HULIC LTD","Equity","0.00","11.57","4,300.00","49,752.07","49,752.07","Real Estate","JP3360800001","Tokyo Stock Exchange","Japan","JPY"
"2670","ABC MART INC","Equity","0.00","54.67","900.00","49,205.34","49,205.34","Consumer Discretionary","JP3152740001","Tokyo Stock Exchange","Japan","JPY"
"7459","MEDIPAL HOLDINGS CORP","Equity","0.00","19.40","2,500.00","48,496.96","48,496.96","Health Care","JP3268950007","Tokyo Stock Exchange","Japan","JPY"
"4182","MITSUBISHI GAS CHEMICAL INC","Equity","0.00","20.72","2,300.00","47,645.99","47,645.99","Materials","JP3896800004","Tokyo Stock Exchange","Japan","JPY"
"6841","YOKOGAWA ELECTRIC CORP","Equity","0.00","15.26","3,100.00","47,298.16","47,298.16","Information Technology","JP3955000009","Tokyo Stock Exchange","Japan","JPY"
"INW","INFRASTRUTTURE WIRELESS ITALIANE","Equity","0.00","11.50","4,104.00","47,185.46","47,185.46","Communication","IT0005090300","Borsa Italiana","Italy","EUR"
"3141","WELCIA HOLDINGS LTD","Equity","0.00","33.33","1,400.00","46,662.43","46,662.43","Consumer Staples","JP3274280001","Tokyo Stock Exchange","Japan","JPY"
"2875","TOYO SUISAN LTD","Equity","0.00","38.69","1,200.00","46,426.30","46,426.30","Consumer Staples","JP3613000003","Tokyo Stock Exchange","Japan","JPY"
"4516","NIPPON SHINYAKU LTD","Equity","0.00","77.20","600.00","46,317.32","46,317.32","Health Care","JP3717600005","Tokyo Stock Exchange","Japan","JPY"
"2282","NH FOODS LTD","Equity","0.00","40.64","1,100.00","44,705.29","44,705.29","Consumer Staples","JP3743000006","Tokyo Stock Exchange","Japan","JPY"
"7205","HINO MOTORS LTD","Equity","0.00","8.37","5,300.00","44,379.26","44,379.26","Industrials","JP3792600003","Tokyo Stock Exchange","Japan","JPY"
"7956","PIGEON CORP","Equity","0.00","27.74","1,600.00","44,391.97","44,391.97","Consumer Staples","JP3801600002","Tokyo Stock Exchange","Japan","JPY"
"CHF","CHF CASH","Cash","0.00","109.39","40,354.00","44,141.42","44,141.42","Cash and/or Derivatives","-","-","Switzerland","CHF"
"2002","NISSHIN SEIFUN GROUP INC","Equity","0.00","16.27","2,700.00","43,941.51","43,941.51","Consumer Staples","JP3676800000","Tokyo Stock Exchange","Japan","JPY"
"S68","SINGAPORE EXCHANGE LTD","Equity","0.00","8.69","5,000.00","43,443.08","43,443.08","Financials","SG1J26887955","Singapore Exchange","Singapore","SGD"
"19","SWIRE PACIFIC LTD A","Equity","0.00","6.13","7,000.00","42,879.36","42,879.36","Real Estate","HK0019000162","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"4739","ITOCHU TECHNO-SOLUTIONS CORP","Equity","0.00","30.65","1,400.00","42,911.63","42,911.63","Information Technology","JP3143900003","Tokyo Stock Exchange","Japan","JPY"
"6952","CASIO COMPUTER LTD","Equity","0.00","16.41","2,600.00","42,668.24","42,668.24","Consumer Discretionary","JP3209000003","Tokyo Stock Exchange","Japan","JPY"
"2702","MCDONALDS HOLDINGS (JAPAN) LTD","Equity","0.00","44.91","900.00","40,418.67","40,418.67","Consumer Discretionary","JP3750500005","Tokyo Stock Exchange","Japan","JPY"
"9533","TOHO GAS LTD","Equity","0.00","49.86","800.00","39,887.39","39,887.39","Utilities","JP3600200004","Tokyo Stock Exchange","Japan","JPY"
"ENG","ENAGAS SA","Equity","0.00","22.58","1,672.00","37,760.85","37,760.85","Utilities","ES0130960018","Bolsa De Madrid","Spain","EUR"
"2371","KAKAKU.COM INC","Equity","0.00","27.52","1,300.00","35,773.32","35,773.32","Communication","JP3206000006","Tokyo Stock Exchange","Japan","JPY"
"4530","HISAMITSU PHARMACEUTICAL INC","Equity","0.00","45.50","700.00","31,849.97","31,849.97","Health Care","JP3784600003","Tokyo Stock Exchange","Japan","JPY"
"6324","HARMONIC DRIVE SYSTEMS INC","Equity","0.00","53.13","600.00","31,877.21","31,877.21","Industrials","JP3765150002","Tokyo Stock Exchange","Japan","JPY"
"NOK","NOK CASH","Cash","0.00","11.30","258,715.00","29,244.29","29,244.29","Cash and/or Derivatives","-","-","Norway","NOK"
"ACO.X","ATCO LTD CLASS I","Equity","0.00","35.00","580.00","20,299.42","20,299.42","Utilities","CA0467894006","Toronto Stock Exchange","Canada","CAD"
"DKK","DKK CASH","Cash","0.00","15.86","73,168.00","11,608.04","11,608.04","Cash and/or Derivatives","-","-","Denmark","DKK"
"NZD","NZD CASH","Cash","0.00","69.23","14,200.00","9,829.67","9,829.67","Cash and/or Derivatives","-","-","New Zealand","NZD"
"ILS","ILS CASH","Cash","0.00","30.71","24,049.00","7,384.97","7,384.97","Cash and/or Derivatives","-","-","Israel","ILS"
"4581","TAISHO PHARMACEUTICAL HOLDINGS LTD","Equity","0.00","56.31","100.00","5,630.73","5,630.73","Health Care","JP3442850008","Tokyo Stock Exchange","Japan","JPY"
"SAM","BOSTON BEER INC CLASS A","Equity","0.00","717.17","6.00","4,303.02","4,303.02","Consumer Staples","US1005571070","New York Stock Exchange Inc.","United States","USD"
